value,count,acres,year,county,Category,Crop_0_1
205,4677,1040.139763,2016,Ada, Triticale,1
206,684,152.1179384,2016,Ada, Carrots,1
216,92,20.4603075,2016,Ada, Peppers,1
219,36,8.006207282,2016,Ada, Greens,1
220,25,5.559866168,2016,Ada, Plums,1
225,76,16.90199315,2016,Ada, Dbl Crop WinWht/Corn,1
227,1,0.222394647,2016,Ada, Lettuce,1
246,1000,222.3946467,2016,Ada, Radishes,1
247,36,8.006207282,2016,Ada, Turnips,1
0,1598698,355541.8769,2017,Ada,NA,NA
1,63365,14092.03679,2017,Ada, Corn,1
4,6,1.33436788,2017,Ada, Sorghum,1
6,134,29.80088266,2017,Ada, Sunflowers,1
13,7,1.556762527,2017,Ada, Pop or Orn Corn,1
14,12,2.668735761,2017,Ada, Mint,1
21,1762,391.8593675,2017,Ada, Barley,1
23,5824,1295.226422,2017,Ada, Spring Wheat,1
24,26539,5902.131529,2017,Ada, Winter Wheat,1
28,1488,330.9232343,2017,Ada, Oats,1
32,1,0.222394647,2017,Ada, Flaxseed,1
35,36,8.006207282,2017,Ada, Mustard,1
36,91921,20442.73832,2017,Ada, Alfalfa,1
37,3976,884.2411153,2017,Ada, Other Hay/Non Alfalfa,1
41,10113,2249.077062,2017,Ada, Sugarbeets,1
42,7200,1601.241456,2017,Ada, Dry Beans,1
43,1435,319.136318,2017,Ada, Potatoes,1
44,390,86.73391222,2017,Ada, Other Crops,1
46,1,0.222394647,2017,Ada, Sweet Potatoes,1
49,1135,252.417924,2017,Ada, Onions,1
53,1194,265.5392082,2017,Ada, Peas,1
56,34,7.561417988,2017,Ada, Hops,1
57,7856,1747.132345,2017,Ada, Herbs,1
58,731,162.5704867,2017,Ada, Clover/Wildflowers,0
59,364,80.9516514,2017,Ada, Sod/Grass Seed,1
61,37837,8414.746248,2017,Ada, Fallow/Idle Cropland,0
67,11,2.446341114,2017,Ada, Peaches,1
68,63,14.01086274,2017,Ada, Apples,1
69,14,3.113525054,2017,Ada, Grapes,1
77,1,0.222394647,2017,Ada, Pears,1
111,18446,4102.291653,2017,Ada, Open Water,0
112,37,8.228601928,2017,Ada, Perennial Ice/Snow,0
121,194731,43307.13195,2017,Ada, Developed/Open Space,0
122,143614,31938.98479,2017,Ada, Developed/Low Intensity,0
123,52063,11578.53249,2017,Ada, Developed/Medium Intensity,0
124,8456,1880.569133,2017,Ada, Developed/High Intensity,0
131,272,60.49134391,2017,Ada, Barren,0
142,14785,3288.104852,2017,Ada, Evergreen Forest,0
152,972376,216251.217,2017,Ada, Shrubland,0
176,1373479,305454.377,2017,Ada, Grass/Pasture,0
190,3774,839.3173967,2017,Ada, Woody Wetlands,0
195,539,119.8707146,2017,Ada, Herbaceous Wetlands,0
205,5030,1118.645073,2017,Ada, Triticale,1
206,213,47.37005975,2017,Ada, Carrots,1
216,58,12.89888951,2017,Ada, Peppers,1
218,1,0.222394647,2017,Ada, Nectarines,1
220,9,2.00155182,2017,Ada, Plums,1
225,1,0.222394647,2017,Ada, Dbl Crop WinWht/Corn,1
227,12,2.668735761,2017,Ada, Lettuce,1
246,347,77.17094241,2017,Ada, Radishes,1
247,24,5.337471521,2017,Ada, Turnips,1
0,1598698,355541.8769,2018,Ada,NA,NA
1,76632,17042.54657,2018,Ada, Corn,1
4,48,10.67494304,2018,Ada, Sorghum,1
6,27,6.004655461,2018,Ada, Sunflowers,1
13,6,1.33436788,2018,Ada, Pop or Orn Corn,1
21,9138,2032.242282,2018,Ada, Barley,1
23,6743,1499.607103,2018,Ada, Spring Wheat,1
24,26076,5799.162808,2018,Ada, Winter Wheat,1
25,302,67.16318331,2018,Ada, Other Small Grains,1
28,637,141.66539,2018,Ada, Oats,1
33,74,16.45720386,2018,Ada,Safflower,1
36,92484,20567.94651,2018,Ada, Alfalfa,1
37,9301,2068.492609,2018,Ada, Other Hay/Non Alfalfa,1
41,10907,2425.658412,2018,Ada, Sugarbeets,1
42,5922,1317.021098,2018,Ada, Dry Beans,1
43,165,36.69511671,2018,Ada, Potatoes,1
44,415,92.29377839,2018,Ada, Other Crops,1
46,119,26.46496296,2018,Ada, Sweet Potatoes,1
49,1726,383.8531602,2018,Ada, Onions,1
53,3703,823.5273768,2018,Ada, Peas,1
56,30,6.671839401,2018,Ada, Hops,1
57,8331,1852.769802,2018,Ada, Herbs,1
58,210,46.70287581,2018,Ada, Clover/Wildflowers,0
59,365,81.17404605,2018,Ada, Sod/Grass Seed,1
61,33210,7385.726217,2018,Ada, Fallow/Idle Cropland,0
66,2,0.444789293,2018,Ada,Cherries,1
67,26,5.782260815,2018,Ada, Peaches,1
68,51,11.34212698,2018,Ada, Apples,1
69,72,16.01241456,2018,Ada, Grapes,1
111,19118,4251.740856,2018,Ada, Open Water,0
121,192331,42773.3848,2018,Ada, Developed/Open Space,0
122,142609,31715.47817,2018,Ada, Developed/Low Intensity,0
123,54573,12136.74306,2018,Ada, Developed/Medium Intensity,0
124,7144,1588.787356,2018,Ada, Developed/High Intensity,0
131,1019,226.620145,2018,Ada, Barren,0
141,48,10.67494304,2018,Ada, Deciduous Forest,0
142,23376,5198.697262,2018,Ada, Evergreen Forest,0
152,915403,203580.7268,2018,Ada, Shrubland,0
176,1399411,311221.515,2018,Ada, Grass/Pasture,0
190,2681,596.2400478,2018,Ada, Woody Wetlands,0
195,1445,321.3602645,2018,Ada, Herbaceous Wetlands,0
205,2875,639.3846093,2018,Ada, Triticale,1
206,2720,604.9134391,2018,Ada, Carrots,1
227,8,1.779157174,2018,Ada, Lettuce,1
242,1,0.222394647,2018,Ada, Blueberries,1
246,228,50.70597945,2018,Ada, Radishes,1
247,5,1.111973234,2018,Ada, Turnips,1
0,1753309,389926.5356,2005,Canyon,NA,NA
1,134364,29881.83431,2005,Canyon, Corn,1
21,122399,27220.88236,2005,Canyon, Barley,1
24,9040,2010.447606,2005,Canyon, Winter Wheat,1
25,12,2.668735761,2005,Canyon, Other Small Grains,1
36,584748,130044.8249,2005,Canyon, Alfalfa,1
42,6953,1546.309979,2005,Canyon, Dry Beans,1
44,18193,4046.025808,2005,Canyon, Other Crops,1
59,3585,797.2848085,2005,Canyon, Sod/Grass Seed,1
61,8811,1959.519232,2005,Canyon, Fallow/Idle Cropland,0
63,44388,9871.653578,2005,Canyon, Forest,0
81,28708,6384.505518,2005,Canyon,Clouds,0
83,33714,7497.813119,2005,Canyon,Water,0
176,741924,164999.9259,2005,Canyon, Grass/Pasture,0
0,503091,111884.7452,2007,Canyon,NA,NA
1,63755,14178.7707,2007,Canyon, Corn,1
6,6,1.33436788,2007,Canyon, Sunflowers,1
12,5023,1117.08831,2007,Canyon, Sweet Corn,1
21,1930,429.2216682,2007,Canyon, Barley,1
23,3541,787.499444,2007,Canyon, Spring Wheat,1
24,24867,5530.28768,2007,Canyon, Winter Wheat,1
25,137,30.4680666,2007,Canyon, Other Small Grains,1
28,310,68.94234048,2007,Canyon, Oats,1
31,90,20.0155182,2007,Canyon, Canola,1
34,27,6.004655461,2007,Canyon, Rape Seed,1
36,83283,18521.69336,2007,Canyon, Alfalfa,1
41,9818,2183.470641,2007,Canyon, Sugarbeets,1
42,14296,3179.353869,2007,Canyon, Dry Beans,1
43,8019,1783.382672,2007,Canyon, Potatoes,1
44,7,1.556762527,2007,Canyon, Other Crops,1
47,605,134.5487613,2007,Canyon, Misc Vegs & Fruits,1
49,9351,2079.612341,2007,Canyon, Onions,1
52,85,18.90354497,2007,Canyon, Lentils,1
53,2991,665.1823883,2007,Canyon, Peas,1
56,951,211.497309,2007,Canyon, Hops,1
57,7583,1686.418606,2007,Canyon, Herbs,1
58,129,28.68890943,2007,Canyon, Clover/Wildflowers,0
59,973,216.3899913,2007,Canyon, Sod/Grass Seed,1
61,6759,1503.165417,2007,Canyon, Fallow/Idle Cropland,0
63,6,1.33436788,2007,Canyon, Forest,0
67,976,217.0571752,2007,Canyon, Peaches,1
68,1093,243.0773489,2007,Canyon, Apples,1
69,36,8.006207282,2007,Canyon, Grapes,1
71,201,44.70132399,2007,Canyon, Other Tree Crops,1
72,16,3.558314347,2007,Canyon, Citrus,1
111,18773,4175.014703,2007,Canyon, Open Water,0
121,92188,20502.11769,2007,Canyon, Developed/Open Space,0
122,13667,3039.467637,2007,Canyon, Developed/Low Intensity,0
123,1221,271.5438636,2007,Canyon, Developed/Medium Intensity,0
124,5,1.111973234,2007,Canyon, Developed/High Intensity,0
141,10,2.223946467,2007,Canyon, Deciduous Forest,0
142,598,132.9919987,2007,Canyon, Evergreen Forest,0
152,12643,2811.735518,2007,Canyon, Shrubland,0
176,108963,24232.78789,2007,Canyon, Grass/Pasture,0
190,271,60.26894926,2007,Canyon, Woody Wetlands,0
195,3262,725.4513376,2007,Canyon, Herbaceous Wetlands,0
0,1753286,389921.4206,2008,Canyon,NA,NA
1,138697,30845.47032,2008,Canyon, Corn,1
4,605,134.5487613,2008,Canyon, Sorghum,1
6,67,14.90044133,2008,Canyon, Sunflowers,1
12,34195,7604.784944,2008,Canyon, Sweet Corn,1
14,69,15.34523062,2008,Canyon, Mint,1
21,3183,707.8821605,2008,Canyon, Barley,1
23,23344,5191.580633,2008,Canyon, Spring Wheat,1
24,197800,43989.66112,2008,Canyon, Winter Wheat,1
28,2999,666.9615455,2008,Canyon, Oats,1
31,86,19.12593962,2008,Canyon, Canola,1
32,2,0.444789293,2008,Canyon, Flaxseed,1
36,360745,80227.75683,2008,Canyon, Alfalfa,1
37,14907,3315.236999,2008,Canyon, Other Hay/Non Alfalfa,1
41,26313,5851.870339,2008,Canyon, Sugarbeets,1
42,64729,14395.38309,2008,Canyon, Dry Beans,1
43,20923,4653.163193,2008,Canyon, Potatoes,1
44,2401,533.9695468,2008,Canyon, Other Crops,1
47,10,2.223946467,2008,Canyon, Misc Vegs & Fruits,1
49,30987,6891.342918,2008,Canyon, Onions,1
52,32,7.116628695,2008,Canyon, Lentils,1
53,13181,2931.383838,2008,Canyon, Peas,1
54,36,8.006207282,2008,Canyon,Tomatoes,1
56,11009,2448.342666,2008,Canyon, Hops,1
57,27665,6152.547901,2008,Canyon, Herbs,1
58,410,91.18180515,2008,Canyon, Clover/Wildflowers,0
59,3734,830.4216108,2008,Canyon, Sod/Grass Seed,1
61,74924,16662.69651,2008,Canyon, Fallow/Idle Cropland,0
66,1728,384.2979495,2008,Canyon,Cherries,1
67,2287,508.616557,2008,Canyon, Peaches,1
68,8090,1799.172692,2008,Canyon, Apples,1
69,657,146.1132829,2008,Canyon, Grapes,1
71,107,23.7962272,2008,Canyon, Other Tree Crops,1
77,201,44.70132399,2008,Canyon, Pears,1
111,45608,10142.97505,2008,Canyon, Open Water,0
121,143766,31972.78878,2008,Canyon, Developed/Open Space,0
122,60439,13441.31005,2008,Canyon, Developed/Low Intensity,0
123,9313,2071.161345,2008,Canyon, Developed/Medium Intensity,0
124,548,121.8722664,2008,Canyon, Developed/High Intensity,0
131,77,17.1243878,2008,Canyon, Barren,0
141,223,49.59400622,2008,Canyon, Deciduous Forest,0
142,4287,953.4058505,2008,Canyon, Evergreen Forest,0
143,26,5.782260815,2008,Canyon, Mixed Forest,0
152,62327,13861.19115,2008,Canyon, Shrubland,0
176,335443,74600.72748,2008,Canyon, Grass/Pasture,0
190,783,174.1350084,2008,Canyon, Woody Wetlands,0
195,1438,319.803502,2008,Canyon, Herbaceous Wetlands,0
205,1837,408.538966,2008,Canyon, Triticale,1
206,2696,599.5759675,2008,Canyon, Carrots,1
216,49,10.89733769,2008,Canyon, Peppers,1
218,85,18.90354497,2008,Canyon, Nectarines,1
219,14,3.113525054,2008,Canyon, Greens,1
220,133,29.57848801,2008,Canyon, Plums,1
227,27,6.004655461,2008,Canyon, Lettuce,1
229,267,59.37937067,2008,Canyon,Pumpkin,1
246,29,6.449444755,2008,Canyon, Radishes,1
247,1324,294.4505122,2008,Canyon, Turnips,1
0,1753286,389921.4206,2009,Canyon,NA,NA
1,151455,33682.78122,2009,Canyon, Corn,1
4,147,32.69201307,2009,Canyon, Sorghum,1
5,2,0.444789293,2009,Canyon,Soybeans,1
6,71,15.79001992,2009,Canyon, Sunflowers,1
12,20792,4624.029494,2009,Canyon, Sweet Corn,1
14,60,13.3436788,2009,Canyon, Mint,1
21,4577,1017.900298,2009,Canyon, Barley,1
23,14389,3200.036572,2009,Canyon, Spring Wheat,1
24,125215,27847.14569,2009,Canyon, Winter Wheat,1
25,301,66.94078866,2009,Canyon, Other Small Grains,1
27,18,4.003103641,2009,Canyon, Rye,1
28,3737,831.0887948,2009,Canyon, Oats,1
31,45,10.0077591,2009,Canyon, Canola,1
36,375196,83441.58187,2009,Canyon, Alfalfa,1
37,5674,1261.867225,2009,Canyon, Other Hay/Non Alfalfa,1
41,43549,9685.06447,2009,Canyon, Sugarbeets,1
42,92398,20548.82057,2009,Canyon, Dry Beans,1
43,26826,5965.958793,2009,Canyon, Potatoes,1
44,2817,626.4857198,2009,Canyon, Other Crops,1
47,67,14.90044133,2009,Canyon, Misc Vegs & Fruits,1
49,35754,7951.498199,2009,Canyon, Onions,1
53,30189,6713.87199,2009,Canyon, Peas,1
54,3,0.66718394,2009,Canyon,Tomatoes,1
56,6975,1551.202661,2009,Canyon, Hops,1
57,38271,8511.265524,2009,Canyon, Herbs,1
58,297,66.05121007,2009,Canyon, Clover/Wildflowers,0
59,4741,1054.37302,2009,Canyon, Sod/Grass Seed,1
61,81031,18020.86062,2009,Canyon, Fallow/Idle Cropland,0
66,977,217.2795698,2009,Canyon,Cherries,1
67,3392,754.3626417,2009,Canyon, Peaches,1
68,7554,1679.969161,2009,Canyon, Apples,1
69,1008,224.1738039,2009,Canyon, Grapes,1
71,132,29.35609337,2009,Canyon, Other Tree Crops,1
77,452,100.5223803,2009,Canyon, Pears,1
111,55609,12367.14391,2009,Canyon, Open Water,0
121,140712,31293.59553,2009,Canyon, Developed/Open Space,0
122,60762,13513.14352,2009,Canyon, Developed/Low Intensity,0
123,9415,2093.845599,2009,Canyon, Developed/Medium Intensity,0
124,623,138.5518649,2009,Canyon, Developed/High Intensity,0
131,76,16.90199315,2009,Canyon, Barren,0
141,1,0.222394647,2009,Canyon, Deciduous Forest,0
142,407,90.51462121,2009,Canyon, Evergreen Forest,0
152,56744,12619.56183,2009,Canyon, Shrubland,0
176,320563,71291.49513,2009,Canyon, Grass/Pasture,0
190,3754,834.8695038,2009,Canyon, Woody Wetlands,0
195,4510,1002.999857,2009,Canyon, Herbaceous Wetlands,0
205,1056,234.8487469,2009,Canyon, Triticale,1
206,2265,503.7238748,2009,Canyon, Carrots,1
207,37,8.228601928,2009,Canyon,Asparagus,1
218,28,6.227050108,2009,Canyon, Nectarines,1
220,336,74.7246013,2009,Canyon, Plums,1
227,43,9.562969809,2009,Canyon, Lettuce,1
229,149,33.13680236,2009,Canyon,Pumpkin,1
246,558,124.0962129,2009,Canyon, Radishes,1
247,1102,245.0789007,2009,Canyon, Turnips,1
0,1753286,389921.4206,2010,Canyon,NA,NA
1,152606,33938.75746,2010,Canyon, Corn,1
4,50,11.11973234,2010,Canyon, Sorghum,1
6,24,5.337471521,2010,Canyon, Sunflowers,1
12,11911,2648.942637,2010,Canyon, Sweet Corn,1
21,2095,465.9167849,2010,Canyon, Barley,1
23,11639,2588.451293,2010,Canyon, Spring Wheat,1
24,116697,25952.78809,2010,Canyon, Winter Wheat,1
28,3532,785.4978922,2010,Canyon, Oats,1
31,14,3.113525054,2010,Canyon, Canola,1
33,30,6.671839401,2010,Canyon,Safflower,1
34,1,0.222394647,2010,Canyon, Rape Seed,1
36,265762,59104.0461,2010,Canyon, Alfalfa,1
37,5998,1333.923091,2010,Canyon, Other Hay/Non Alfalfa,1
41,37869,8421.862876,2010,Canyon, Sugarbeets,1
42,104919,23333.42394,2010,Canyon, Dry Beans,1
43,24026,5343.253782,2010,Canyon, Potatoes,1
44,1599,355.6090401,2010,Canyon, Other Crops,1
49,25558,5683.962381,2010,Canyon, Onions,1
53,20177,4487.256787,2010,Canyon, Peas,1
56,7041,1565.880708,2010,Canyon, Hops,1
57,35928,7990.194867,2010,Canyon, Herbs,1
58,1722,382.9635816,2010,Canyon, Clover/Wildflowers,0
59,426,94.7401195,2010,Canyon, Sod/Grass Seed,1
61,40209,8942.26635,2010,Canyon, Fallow/Idle Cropland,0
63,682,151.6731491,2010,Canyon, Forest,0
66,831,184.8099514,2010,Canyon,Cherries,1
67,1281,284.8875424,2010,Canyon, Peaches,1
68,4856,1079.948404,2010,Canyon, Apples,1
69,933,207.4942054,2010,Canyon, Grapes,1
71,90,20.0155182,2010,Canyon, Other Tree Crops,1
87,46,10.23015375,2010,Canyon,Wetlands,0
111,55141,12263.06321,2010,Canyon, Open Water,0
121,149190,33179.05734,2010,Canyon, Developed/Open Space,0
122,52772,11736.2103,2010,Canyon, Developed/Low Intensity,0
123,5187,1153.561033,2010,Canyon, Developed/Medium Intensity,0
124,20,4.447892934,2010,Canyon, Developed/High Intensity,0
131,47,10.4525484,2010,Canyon, Barren,0
141,17,3.780708994,2010,Canyon, Deciduous Forest,0
142,1118,248.637215,2010,Canyon, Evergreen Forest,0
152,54241,12062.90803,2010,Canyon, Shrubland,0
176,524249,116590.1711,2010,Canyon, Grass/Pasture,0
190,1817,404.0910731,2010,Canyon, Woody Wetlands,0
195,9563,2126.760007,2010,Canyon, Herbaceous Wetlands,0
205,521,115.8676109,2010,Canyon, Triticale,1
206,2676,595.1280746,2010,Canyon, Carrots,1
216,76,16.90199315,2010,Canyon, Peppers,1
218,36,8.006207282,2010,Canyon, Nectarines,1
219,53,11.78691628,2010,Canyon, Greens,1
220,20,4.447892934,2010,Canyon, Plums,1
223,74,16.45720386,2010,Canyon,Apricots,1
227,88,19.57072891,2010,Canyon, Lettuce,1
229,250,55.59866168,2010,Canyon,Pumpkin,1
246,380,84.50996575,2010,Canyon, Radishes,1
247,730,162.3480921,2010,Canyon, Turnips,1
250,44,9.785364455,2010,Canyon,Cranberries,1
0,1753286,389921.4206,2011,Canyon,NA,NA
1,207964,46250.08031,2011,Canyon, Corn,1
4,172,38.25187923,2011,Canyon, Sorghum,1
5,27,6.004655461,2011,Canyon,Soybeans,1
12,9061,2015.117894,2011,Canyon, Sweet Corn,1
13,6,1.33436788,2011,Canyon, Pop or Orn Corn,1
14,3,0.66718394,2011,Canyon, Mint,1
21,4648,1033.690318,2011,Canyon, Barley,1
23,29777,6622.245395,2011,Canyon, Spring Wheat,1
24,144667,32173.16636,2011,Canyon, Winter Wheat,1
27,133,29.57848801,2011,Canyon, Rye,1
28,1125,250.1939776,2011,Canyon, Oats,1
31,1,0.222394647,2011,Canyon, Canola,1
36,182744,40641.28732,2011,Canyon, Alfalfa,1
37,3082,685.4203012,2011,Canyon, Other Hay/Non Alfalfa,1
38,297,66.05121007,2011,Canyon,Camelina,1
41,45114,10033.11209,2011,Canyon, Sugarbeets,1
42,62302,13855.63128,2011,Canyon, Dry Beans,1
43,26154,5816.50959,2011,Canyon, Potatoes,1
44,1165,259.0897634,2011,Canyon, Other Crops,1
47,7,1.556762527,2011,Canyon, Misc Vegs & Fruits,1
48,91,20.23791285,2011,Canyon,Watermelon,1
49,37612,8364.707452,2011,Canyon, Onions,1
53,14667,3261.862283,2011,Canyon, Peas,1
56,7009,1558.764079,2011,Canyon, Hops,1
57,42382,9425.529917,2011,Canyon, Herbs,1
58,1321,293.7833283,2011,Canyon, Clover/Wildflowers,0
59,63,14.01086274,2011,Canyon, Sod/Grass Seed,1
61,98183,21835.3736,2011,Canyon, Fallow/Idle Cropland,0
66,1477,328.4768932,2011,Canyon,Cherries,1
67,4298,955.8521916,2011,Canyon, Peaches,1
68,8159,1814.517923,2011,Canyon, Apples,1
69,1780,395.8624712,2011,Canyon, Grapes,1
71,313,69.60952442,2011,Canyon, Other Tree Crops,1
111,59383,13206.46131,2011,Canyon, Open Water,0
121,145025,32252.78364,2011,Canyon, Developed/Open Space,0
122,61680,13717.30181,2011,Canyon, Developed/Low Intensity,0
123,7579,1685.529027,2011,Canyon, Developed/Medium Intensity,0
124,594,132.1024201,2011,Canyon, Developed/High Intensity,0
131,990,220.1707002,2011,Canyon, Barren,0
142,322,71.61107624,2011,Canyon, Evergreen Forest,0
152,167391,37226.86231,2011,Canyon, Shrubland,0
176,336746,74890.5077,2011,Canyon, Grass/Pasture,0
190,1626,361.6136956,2011,Canyon, Woody Wetlands,0
195,8294,1844.5412,2011,Canyon, Herbaceous Wetlands,0
205,4815,1070.830224,2011,Canyon, Triticale,1
206,4501,1000.998305,2011,Canyon, Carrots,1
207,21,4.670287581,2011,Canyon,Asparagus,1
210,1,0.222394647,2011,Canyon,Prunes,1
218,51,11.34212698,2011,Canyon, Nectarines,1
219,5,1.111973234,2011,Canyon, Greens,1
220,10,2.223946467,2011,Canyon, Plums,1
225,35,7.783812635,2011,Canyon, Dbl Crop WinWht/Corn,1
227,113,25.13059508,2011,Canyon, Lettuce,1
229,217,48.25963834,2011,Canyon,Pumpkin,1
236,21,4.670287581,2011,Canyon,Dbl Crop WinWht/Sorgum,1
243,21,4.670287581,2011,Canyon,Cabbage,1
246,395,87.84588545,2011,Canyon, Radishes,1
247,1222,271.7662583,2011,Canyon, Turnips,1
0,1753286,389921.4206,2012,Canyon,NA,NA
1,210210,46749.57869,2012,Canyon, Corn,1
4,238,52.92992592,2012,Canyon, Sorghum,1
5,133,29.57848801,2012,Canyon,Soybeans,1
12,14702,3269.646096,2012,Canyon, Sweet Corn,1
13,407,90.51462121,2012,Canyon, Pop or Orn Corn,1
14,27,6.004655461,2012,Canyon, Mint,1
21,5561,1236.73663,2012,Canyon, Barley,1
23,12049,2679.633098,2012,Canyon, Spring Wheat,1
24,132512,29469.95943,2012,Canyon, Winter Wheat,1
28,1836,408.3165714,2012,Canyon, Oats,1
32,3,0.66718394,2012,Canyon, Flaxseed,1
35,3,0.66718394,2012,Canyon, Mustard,1
36,227127,50511.82892,2012,Canyon, Alfalfa,1
37,1679,373.4006118,2012,Canyon, Other Hay/Non Alfalfa,1
41,44750,9952.16044,2012,Canyon, Sugarbeets,1
42,75605,16814.14726,2012,Canyon, Dry Beans,1
43,24879,5532.956416,2012,Canyon, Potatoes,1
44,4499,1000.553516,2012,Canyon, Other Crops,1
47,28,6.227050108,2012,Canyon, Misc Vegs & Fruits,1
49,37439,8326.233178,2012,Canyon, Onions,1
53,12546,2790.163238,2012,Canyon, Peas,1
56,7094,1577.667624,2012,Canyon, Hops,1
57,49232,10948.93325,2012,Canyon, Herbs,1
58,596,132.5472094,2012,Canyon, Clover/Wildflowers,0
59,174,38.69666853,2012,Canyon, Sod/Grass Seed,1
61,102270,22744.30052,2012,Canyon, Fallow/Idle Cropland,0
66,1870,415.8779894,2012,Canyon,Cherries,1
67,3465,770.5974509,2012,Canyon, Peaches,1
68,8944,1989.09772,2012,Canyon, Apples,1
69,1569,348.9372007,2012,Canyon, Grapes,1
77,164,36.47272206,2012,Canyon, Pears,1
111,54776,12181.88917,2012,Canyon, Open Water,0
112,9,2.00155182,2012,Canyon, Perennial Ice/Snow,0
121,144592,32156.48676,2012,Canyon, Developed/Open Space,0
122,61685,13718.41378,2012,Canyon, Developed/Low Intensity,0
123,6766,1504.72218,2012,Canyon, Developed/Medium Intensity,0
124,533,118.5363467,2012,Canyon, Developed/High Intensity,0
131,2145,477.0365172,2012,Canyon, Barren,0
142,54,12.00931092,2012,Canyon, Evergreen Forest,0
152,95056,21139.94554,2012,Canyon, Shrubland,0
176,361044,80294.25283,2012,Canyon, Grass/Pasture,0
190,5534,1230.731975,2012,Canyon, Woody Wetlands,0
195,9455,2102.741385,2012,Canyon, Herbaceous Wetlands,0
205,3102,689.8681941,2012,Canyon, Triticale,1
206,4871,1083.284324,2012,Canyon, Carrots,1
216,41,9.118180515,2012,Canyon, Peppers,1
218,77,17.1243878,2012,Canyon, Nectarines,1
220,168,37.36230065,2012,Canyon, Plums,1
223,683,151.8955437,2012,Canyon,Apricots,1
225,263,58.48979209,2012,Canyon, Dbl Crop WinWht/Corn,1
227,400,88.95785869,2012,Canyon, Lettuce,1
229,100,22.23946467,2012,Canyon,Pumpkin,1
246,472,104.9702732,2012,Canyon, Radishes,1
247,3425,761.701665,2012,Canyon, Turnips,1
0,1753286,389921.4206,2013,Canyon,NA,NA
1,204125,45396.30726,2013,Canyon, Corn,1
4,232,51.59555804,2013,Canyon, Sorghum,1
12,13837,3077.274727,2013,Canyon, Sweet Corn,1
13,324,72.05586554,2013,Canyon, Pop or Orn Corn,1
14,37,8.228601928,2013,Canyon, Mint,1
21,4693,1043.698077,2013,Canyon, Barley,1
23,13612,3027.235931,2013,Canyon, Spring Wheat,1
24,158258,35195.732,2013,Canyon, Winter Wheat,1
27,32,7.116628695,2013,Canyon, Rye,1
28,1569,348.9372007,2013,Canyon, Oats,1
35,2,0.444789293,2013,Canyon, Mustard,1
36,203809,45326.03055,2013,Canyon, Alfalfa,1
37,9603,2135.655792,2013,Canyon, Other Hay/Non Alfalfa,1
38,213,47.37005975,2013,Canyon,Camelina,1
41,41683,9270.076059,2013,Canyon, Sugarbeets,1
42,46385,10315.77569,2013,Canyon, Dry Beans,1
43,21503,4782.152088,2013,Canyon, Potatoes,1
44,2832,629.8216395,2013,Canyon, Other Crops,1
47,15,3.335919701,2013,Canyon, Misc Vegs & Fruits,1
49,49910,11099.71682,2013,Canyon, Onions,1
53,11168,2483.703414,2013,Canyon, Peas,1
56,7470,1661.288011,2013,Canyon, Hops,1
57,37888,8426.088375,2013,Canyon, Herbs,1
58,348,77.39333706,2013,Canyon, Clover/Wildflowers,0
59,561,124.7633968,2013,Canyon, Sod/Grass Seed,1
61,61597,13698.84305,2013,Canyon, Fallow/Idle Cropland,0
66,2117,470.8094671,2013,Canyon,Cherries,1
67,3273,727.8976787,2013,Canyon, Peaches,1
68,7693,1710.882017,2013,Canyon, Apples,1
69,879,195.4848945,2013,Canyon, Grapes,1
71,8,1.779157174,2013,Canyon, Other Tree Crops,1
77,105,23.3514379,2013,Canyon, Pears,1
111,59304,13188.89213,2013,Canyon, Open Water,0
112,1,0.222394647,2013,Canyon, Perennial Ice/Snow,0
121,145795,32424.02752,2013,Canyon, Developed/Open Space,0
122,60551,13466.21825,2013,Canyon, Developed/Low Intensity,0
123,8063,1793.168036,2013,Canyon, Developed/Medium Intensity,0
124,537,119.4259253,2013,Canyon, Developed/High Intensity,0
131,140,31.13525054,2013,Canyon, Barren,0
142,479,106.5270358,2013,Canyon, Evergreen Forest,0
152,44862,9977.068641,2013,Canyon, Shrubland,0
176,484967,107854.0646,2013,Canyon, Grass/Pasture,0
190,2945,654.9522346,2013,Canyon, Woody Wetlands,0
195,10212,2271.094132,2013,Canyon, Herbaceous Wetlands,0
205,2468,548.8699881,2013,Canyon, Triticale,1
206,1653,367.618351,2013,Canyon, Carrots,1
216,117,26.02017367,2013,Canyon, Peppers,1
218,133,29.57848801,2013,Canyon, Nectarines,1
219,89,19.79312356,2013,Canyon, Greens,1
220,301,66.94078866,2013,Canyon, Plums,1
223,124,27.57693619,2013,Canyon,Apricots,1
225,1162,258.4225795,2013,Canyon, Dbl Crop WinWht/Corn,1
227,639,142.1101793,2013,Canyon, Lettuce,1
229,179,39.80864176,2013,Canyon,Pumpkin,1
243,34,7.561417988,2013,Canyon,Cabbage,1
246,2497,555.3194328,2013,Canyon, Radishes,1
247,3829,851.5491023,2013,Canyon, Turnips,1
0,1753286,389921.4206,2014,Canyon,NA,NA
1,164538,36592.37038,2014,Canyon, Corn,1
4,584,129.8784737,2014,Canyon, Sorghum,1
12,18096,4024.453527,2014,Canyon, Sweet Corn,1
13,243,54.04189915,2014,Canyon, Pop or Orn Corn,1
21,3666,815.2987749,2014,Canyon, Barley,1
23,19743,4390.73751,2014,Canyon, Spring Wheat,1
